T	05/27/2005 10:34:37	40.76141	-74.54245	182.8
T	05/27/2005 10:35:17	40.76133	-74.54246	182.8
T	05/27/2005 10:35:33	40.76136	-74.54253	182.8
T	05/27/2005 10:35:46	40.76147	-74.54250	182.8
T	05/27/2005 10:36:16	40.76197	-74.54242	182.8
T	05/27/2005 10:36:37	40.76228	-74.54257	182.8
T	05/27/2005 10:37:06	40.76270	-74.54263	182.8
T	05/27/2005 10:37:34	40.76304	-74.54263	182.8
T	05/27/2005 10:37:58	40.76337	-74.54245	182.8
T	05/27/2005 10:38:23	40.76369	-74.54255	182.8
T	05/27/2005 10:38:56	40.76392	-74.54312	178.9
T	05/27/2005 10:39:26	40.76419	-74.54356	179.9
T	05/27/2005 10:39:37	40.76432	-74.54343	181.3
T	05/27/2005 10:40:00	40.76468	-74.54335	181.8
T	05/27/2005 10:40:23	40.76503	-74.54325	182.3
T	05/27/2005 10:40:48	40.76539	-74.54308	181.8
T	05/27/2005 10:40:51	40.76542	-74.54308	182.8
T	05/27/2005 10:41:13	40.76572	-74.54326	183.3
T	05/27/2005 10:41:38	40.76608	-74.54330	183.3
T	05/27/2005 10:42:00	40.76637	-74.54335	185.7
T	05/27/2005 10:42:18	40.76658	-74.54337	191.4
T	05/27/2005 10:42:41	40.76685	-74.54344	197.7
T	05/27/2005 10:43:02	40.76710	-74.54358	198.6
T	05/27/2005 10:43:20	40.76730	-74.54370	199.6
T	05/27/2005 10:43:46	40.76752	-74.54388	204.4
T	05/27/2005 10:44:01	40.76776	-74.54385	207.3
T	05/27/2005 10:44:26	40.76805	-74.54384	208.7
T	05/27/2005 10:44:54	40.76836	-74.54382	213.1
T	05/27/2005 10:45:25	40.76866	-74.54365	216.0
T	05/27/2005 10:45:40	40.76877	-74.54340	216.0
T	05/27/2005 10:46:04	40.76897	-74.54309	214.0
T	05/27/2005 10:46:34	40.76923	-74.54272	212.6
T	05/27/2005 10:47:09	40.76964	-74.54256	212.6
T	05/27/2005 10:47:41	40.76997	-74.54276	213.1
T	05/27/2005 10:48:03	40.77023	-74.54305	207.3
T	05/27/2005 10:48:21	40.77047	-74.54320	210.7
T	05/27/2005 10:48:47	40.77083	-74.54335	214.0
T	05/27/2005 10:49:14	40.77116	-74.54378	211.6
T	05/27/2005 10:49:47	40.77139	-74.54425	215.0
T	05/27/2005 10:50:07	40.77158	-74.54459	215.0
T	05/27/2005 10:50:27	40.77179	-74.54486	216.4
T	05/27/2005 10:50:50	40.77204	-74.54504	216.9
T	05/27/2005 10:51:10	40.77226	-74.54526	212.1
T	05/27/2005 10:51:20	40.77233	-74.54535	213.6
T	05/27/2005 10:51:48	40.77266	-74.54554	212.1
T	05/27/2005 10:52:10	40.77290	-74.54556	219.3
T	05/27/2005 10:52:39	40.77327	-74.54547	219.8
T	05/27/2005 10:53:10	40.77368	-74.54536	214.0
T	05/27/2005 10:53:35	40.77407	-74.54527	209.2
T	05/27/2005 10:53:47	40.77425	-74.54517	208.7
T	05/27/2005 10:54:16	40.77450	-74.54499	202.5
T	05/27/2005 10:54:47	40.77467	-74.54462	202.0
T	05/27/2005 10:55:16	40.77485	-74.54426	200.1
T	05/27/2005 10:55:45	40.77502	-74.54394	194.8
T	05/27/2005 10:56:17	40.77542	-74.54377	189.0
T	05/27/2005 10:56:42	40.77574	-74.54357	191.9
T	05/27/2005 10:57:13	40.77611	-74.54327	186.6
T	05/27/2005 10:57:43	40.77639	-74.54284	180.9
T	05/27/2005 10:57:58	40.77646	-74.54255	182.3
T	05/27/2005 10:58:17	40.77650	-74.54219	188.1
T	05/27/2005 10:58:48	40.77644	-74.54177	194.8
T	05/27/2005 10:59:12	40.77630	-74.54155	196.7
T	05/27/2005 10:59:31	40.77610	-74.54138	196.2
T	05/27/2005 10:59:56	40.77583	-74.54114	200.6
T	05/27/2005 11:00:02	40.77582	-74.54106	200.6
T	05/27/2005 11:00:07	40.77576	-74.54102	200.6
T	05/27/2005 11:00:27	40.77550	-74.54089	200.6
T	05/27/2005 11:00:35	40.77542	-74.54078	200.6
T	05/27/2005 11:01:04	40.77529	-74.54031	200.1
T	05/27/2005 11:01:30	40.77526	-74.53995	204.9
T	05/27/2005 11:01:39	40.77534	-74.53982	206.3
T	05/27/2005 11:02:10	40.77565	-74.53938	203.9
T	05/27/2005 11:02:36	40.77581	-74.53896	200.6
T	05/27/2005 11:02:58	40.77595	-74.53875	199.6
T	05/27/2005 11:03:01	40.77597	-74.53872	198.6
T	05/27/2005 11:03:31	40.77638	-74.53838	194.8
T	05/27/2005 11:03:53	40.77671	-74.53827	193.4
T	05/27/2005 11:04:27	40.77715	-74.53817	195.3
T	05/27/2005 11:04:46	40.77739	-74.53807	195.3
T	05/27/2005 11:05:10	40.77766	-74.53780	192.4
T	05/27/2005 11:05:29	40.77768	-74.53757	191.0
T	05/27/2005 11:05:33	40.77765	-74.53751	193.4
T	05/27/2005 11:05:56	40.77752	-74.53705	193.4
T	05/27/2005 11:06:21	40.77750	-74.53654	190.5
T	05/27/2005 11:06:42	40.77749	-74.53621	191.9
T	05/27/2005 11:06:54	40.77748	-74.53605	192.4
T	05/27/2005 11:07:18	40.77755	-74.53563	195.8
T	05/27/2005 11:07:43	40.77753	-74.53523	198.2
T	05/27/2005 11:08:08	40.77739	-74.53494	198.2
T	05/27/2005 11:08:40	40.77714	-74.53463	197.2
T	05/27/2005 11:08:58	40.77704	-74.53440	200.6
T	05/27/2005 11:09:18	40.77702	-74.53413	203.9
T	05/27/2005 11:09:38	40.77712	-74.53391	209.7
T	05/27/2005 11:09:54	40.77720	-74.53378	212.1
T	05/27/2005 11:10:24	40.77741	-74.53342	213.6
T	05/27/2005 11:10:50	40.77740	-74.53319	228.9
T	05/27/2005 11:12:01	40.77725	-74.53334	282.3
T	05/27/2005 11:12:24	40.77746	-74.53334	263.1
T	05/27/2005 11:12:44	40.77762	-74.53309	250.1
T	05/27/2005 11:13:08	40.77790	-74.53291	245.8
T	05/27/2005 11:13:27	40.77813	-74.53284	246.2
T	05/27/2005 11:13:49	40.77838	-74.53274	236.1
T	05/27/2005 11:14:15	40.77851	-74.53248	232.8
T	05/27/2005 11:14:43	40.77844	-74.53207	231.3
T	05/27/2005 11:15:31	40.77828	-74.53109	226.5
T	05/27/2005 11:15:32	40.77827	-74.53108	225.6
T	05/27/2005 11:16:04	40.77808	-74.53074	223.6
T	05/27/2005 11:16:31	40.77782	-74.53064	225.1
T	05/27/2005 11:16:52	40.77771	-74.53065	222.7
T	05/27/2005 11:17:20	40.77701	-74.53049	218.8
T	05/27/2005 11:17:29	40.77687	-74.53051	218.4
T	05/27/2005 11:17:59	40.77660	-74.53070	216.4
T	05/27/2005 11:18:27	40.77637	-74.53071	216.4
T	05/27/2005 11:18:31	40.77616	-74.53080	216.4
T	05/27/2005 11:18:38	40.77607	-74.53075	216.4
T	05/27/2005 11:19:11	40.77590	-74.53033	214.5
T	05/27/2005 11:19:40	40.77564	-74.52988	207.3
T	05/27/2005 11:20:10	40.77555	-74.52934	214.0
T	05/27/2005 11:20:37	40.77556	-74.52883	216.0
T	05/27/2005 11:21:04	40.77558	-74.52830	215.5
T	05/27/2005 11:21:30	40.77556	-74.52779	203.9
T	05/27/2005 11:21:56	40.77552	-74.52728	194.8
T	05/27/2005 11:22:06	40.77547	-74.52712	196.7
T	05/27/2005 11:22:37	40.77527	-74.52668	195.8
T	05/27/2005 11:23:03	40.77508	-74.52633	192.4
T	05/27/2005 11:23:30	40.77485	-74.52618	190.0
T	05/27/2005 11:24:00	40.77446	-74.52606	194.8
